UUID;Version;Name;Kategorie;Konformität;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
1e35e5f1-c91c-4708-9a5a-269387e332a7;00.03.000;Plain and decorative linoleum according to EN ISO 24011;'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;e14fc2bb-1bb2-1a01-1c81-06b3ab7f6bae;plain and decorative linoleum (3.1 kg/m²);;3,1;;0,0024;;;3,1;C1;0,0124;5,53E-14;0,00000221;0,0000353;0,00000331;6,61E-09;0,133;0,0854;0;0,0854;0,227;0;0,227;0;;;0,000116;1,07E-10;0,00016;0,0000377;;;;;
1e35e5f1-c91c-4708-9a5a-269387e332a7;00.03.000;Plain and decorative linoleum according to EN ISO 24011;'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;e14fc2bb-1bb2-1a01-1c81-06b3ab7f6bae;plain and decorative linoleum (3.1 kg/m²);;3,1;;0,0024;;;3,1;C2;0,0286;7,8E-16;-0,0000204;0,0000624;0,0000158;2,34E-09;0,389;0,0215;0;0,0215;0,39;0;0,39;0;;;0,0000396;2,26E-08;0,0000327;0,000000534;;;;;
1e35e5f1-c91c-4708-9a5a-269387e332a7;00.03.000;Plain and decorative linoleum according to EN ISO 24011;'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;e14fc2bb-1bb2-1a01-1c81-06b3ab7f6bae;plain and decorative linoleum (3.1 kg/m²);;3,1;;0,0024;;;3,1;C3;5,55;1,17E-13;0,000116;0,00182;0,000454;5,78E-08;1,34;49,505;-49,3;0,205;14,24;-12,7;1,54;0;;;0,0127;8,71E-10;0,0118;0,0000818;;;;6,32;11,2
1e35e5f1-c91c-4708-9a5a-269387e332a7;00.03.000;Plain and decorative linoleum according to EN ISO 24011;'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;e14fc2bb-1bb2-1a01-1c81-06b3ab7f6bae;plain and decorative linoleum (3.1 kg/m²);;3,1;;0,0024;;;3,1;C4;0,217;5,86E-14;0,0000648;0,000593;0,000606;4,75E-08;3,15;0,243;0;0,243;3,27;0;3,27;0;;;-0,0000084;1,39E-08;3,08;0,0000464;;;;;
1e35e5f1-c91c-4708-9a5a-269387e332a7;00.03.000;Plain and decorative linoleum according to EN ISO 24011;'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;e14fc2bb-1bb2-1a01-1c81-06b3ab7f6bae;plain and decorative linoleum (3.1 kg/m²);;3,1;;0,0024;;;3,1;D;-1,074;-2,361E-12;-0,0001419;-0,001818;-0,0001962;-3,065E-07;-14,75;-3,661;0;-3,661;-18,8;0;-18,8;0;;;-0,004991;-7,673E-09;-0,008112;-0,001609;;;3,1;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;A1-A3;7,20406;8,67259E-12;0,0148471;0,0448463;0,00881832;0,000152995;136,188;26,5557;8,9;35,4557;120,604;23,8;144,404;0;;;0,952332;3,83262E-07;1,3407;0,00322676;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;A4;0,309021;8,41835E-15;-0,000220045;0,000672709;0,0001701;2,52972E-08;4,19299;0,232083;0;0,232083;4,20777;0;4,20777;0;;;0,000427682;2,43297E-07;0,000352485;5,75867E-06;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;A5;1,09411;1,47826E-12;0,00102311;0,00352364;0,000716238;9,90076E-06;18,1855;6,41372;-1,7076;4,70612;19,1111;-0,126202;18,9849;0;;;0,063413;6,50571E-08;0,150064;0,000314334;;;;0,465791;1,12193
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;B2;0,284;1,03E-12;0,0000593;0,000728;0,0000938;0,000000164;3,36;1,59;0;1,59;5,13;0;5,13;0;;;0,00247;2,43E-09;0,00838;0,000702;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;C1;0,0124;5,53E-14;0,00000221;0,0000353;0,00000331;6,61E-09;0,133;0,0854;0;0,0854;0,227;0;0,227;0;;;0,000116;1,07E-10;0,00016;0,0000377;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;C2;0,0297;8,08E-16;-0,0000211;0,0000646;0,0000163;2,43E-09;0,403;0,0223;0;0,0223;0,404;0;0,404;0;;;0,0000411;2,34E-08;0,0000338;0,000000553;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;C3;3,62;1,31E-12;0,0000545;0,000605;0,000124;0,000000219;1,57;9,184;-8,9;0,284;25,61;-23,8;1,81;0;;;0,0133;1,48E-08;0,988;0,0000962;;;;5,76;13,9
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;C4;0,225;6,07E-14;0,0000671;0,000614;0,000627;4,92E-08;3,26;0,252;0;0,252;3,38;0;3,38;0;;;-0,0000087;1,44E-08;3,19;0,000048;;;;;
538930af-2302-4474-b143-dccbee318d97;00.03.000;Homogeneous and heterogeneous smooth rubber floor coverings according to EN 1817;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;aa4cd730-7b58-b32a-0e7d-95012cd099d2;homogeneous and heterogeneous smooth rubber floor covering (3.2 kg/m²);;3,2;;0,002;;;3,2;D;-1,71;-3,21E-12;-0,000215;-0,00262;-0,000292;-0,000000428;-24,3;-4,98;0;-4,98;-29,8;0;-29,8;0;;;-0,00679;-1,19E-08;-0,0116;-0,00219;;;3,2;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;A1-A3;7,7289;1,17693E-09;0,00492122;0,0130439;0,00257615;0,000032261;153,503;17,5245;4,4;21,9245;125,715;39,3;165,015;0,050857;;;0,0531056;7,0638E-06;0,3266;0,00457648;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;A4;0,264185;7,19692E-15;-0,000188118;0,000575105;0,00014542;2,16268E-08;3,58462;0,19841;0;0,19841;3,59726;0;3,59726;0;;;0,000365629;2,07997E-07;0,000301342;4,92314E-06;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;A5;1,13978;7,60836E-11;0,000394436;0,00173256;0,000320067;2,2749E-06;19,5377;4,69589;-0,802052;3,89384;20,7051;-0,131953;20,5731;0,00324619;;;0,00583664;4,91047E-07;0,173256;0,0004107;;;;0,35079;0,829331
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;B2;0,284;1,03E-12;0,0000593;0,000728;0,0000938;0,000000164;3,36;1,59;0;1,59;5,13;0;5,13;0;;;0,00247;2,43E-09;0,00838;0,000702;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;C1;0,0124;5,53E-14;0,00000221;0,0000353;0,00000331;6,61E-09;0,133;0,0854;0;0,0854;0,227;0;0,227;0;;;0,000116;1,07E-10;0,00016;0,0000377;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;C2;0,0259;7,05E-16;-0,0000184;0,0000563;0,0000142;2,12E-09;0,351;0,0194;0;0,0194;0,352;0;0,352;0;;;0,0000358;2,04E-08;0,0000295;0,000000482;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;C3;5,46;1,93E-12;0,000111;0,0048;0,000212;0,00000158;6,53;5,62;-4,4;1,22;46,55;-39,3;7,25;0;;;0,0132;4,54E-08;2,46;0,000284;;;;5,85;13,8
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;C4;0,196;5,29E-14;0,0000585;0,000535;0,000547;4,29E-08;2,84;0,219;0;0,219;2,95;0;2,95;0;;;-0,00000758;1,26E-08;2,78;0,0000419;;;;;
c2adddb5-3f7f-422e-90d6-0502ad21ee05;00.03.000;Polyvinyl chloride floorcoverings with enhanced slip resistance (Safety Flooring) according to EN 13845;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;554945f2-8d76-d376-a1d4-dd8b588d1b4a;polyvinyl chloride floorcovering with enhanced slip resistance (2.8 kg/m²);;2,8;;0,002;;;2,8;D;-1,546;-2,916E-12;-0,0001945;-0,002371;-0,0002645;-3,885E-07;-21,89;-4,527;0;-4,527;-26,91;0;-26,91;0;;;-0,006174;-1,074E-08;-0,01054;-0,001989;;;2,8;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;A1-A3;6,02363;7,95087E-10;0,00320805;0,00936576;0,00189077;2,30059E-05;132,083;13,7387;1,8;15,5387;95,4701;46,1;141,57;0;;;0,0266255;4,80539E-06;0,317156;0,0037479;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;A4;0,261174;7,11489E-15;-0,000185974;0,00056855;0,000143762;2,13803E-08;3,54377;0,196148;0;0,196148;3,55626;0;3,55626;0;;;0,000361462;2,05626E-07;0,000297908;4,86703E-06;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;A5;0,967596;5,16968E-11;0,000284111;0,00142602;0,000274477;1,66165E-06;18,0846;4,34362;-0,873157;3,47046;19,1734;-0,190712;18,9827;0;;;0,00407557;3,46274E-07;0,151091;0,000354579;;;;0,251068;0,608375
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;B2;0,284;1,03E-12;0,0000593;0,000728;0,0000938;0,000000164;3,36;1,59;0;1,59;5,13;0;5,13;0;;;0,00247;2,43E-09;0,00838;0,000702;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;C1;0,0124;5,53E-14;0,00000221;0,0000353;0,00000331;6,61E-09;0,133;0,0854;0;0,0854;0,227;0;0,227;0;;;0,000116;1,07E-10;0,00016;0,0000377;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;C2;0,0255;6,94E-16;-0,0000182;0,0000555;0,000014;2,09E-09;0,346;0,0191;0;0,0191;0,347;0;0,347;0;;;0,0000353;2,01E-08;0,0000291;0,000000475;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;C3;4,23;1,69E-12;0,0000917;0,00359;0,000181;0,0000012;5,11;2,748;-1,8;0,948;51,79;-46,1;5,69;0;;;0,0117;3,75E-08;2,09;0,000228;;;;4,18;10,1
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;C4;0,193;5,22E-14;0,0000577;0,000528;0,000539;4,23E-08;2,8;0,216;0;0,216;2,91;0;2,91;0;;;-0,00000747;1,24E-08;2,74;0,0000413;;;;;
13f4d461-332c-40c5-a650-9edd9c3d71a8;00.03.000;Heterogeneous polyvinyl chloride floor coverings according to EN ISO 10582;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;daf6d727-c2b8-2f56-f785-57bc6af431e2;heterogeneous polyvinyl chloride floor covering (2.75 kg/m²);;2,75;;0,0021;;;2,75;D;-1,097;-2,043E-12;-0,0001375;-0,00167;-0,0001867;-2,728E-07;-15,58;-3,172;0;-3,172;-19,09;0;-19,09;0;;;-0,004326;-7,606E-09;-0,007414;-0,001393;;;2,75;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;A1-A3;5,51715;5,15206E-10;0,00264624;0,0100171;0,00183146;1,81884E-05;120,6;14,9404;1,7;16,6404;81,1358;47,2;128,336;0,00236705;;;0,0354519;3,19089E-06;0,322089;0,00308068;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;A4;0,309079;8,41992E-15;-0,000220086;0,000672835;0,000170131;2,53019E-08;4,19377;0,232126;0;0,232126;4,20855;0;4,20855;0;;;0,000427762;2,43343E-07;0,000352551;5,75975E-06;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;A5;1,03077;3,38517E-11;0,000247479;0,00151825;0,000275413;1,36784E-06;17,4576;4,66259;-1,10751;3,55508;18,4084;-0,156167;18,2522;0,000151088;;;0,0048972;2,4604E-07;0,174116;0,000315244;;;;0,296717;0,718988
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;B2;0,283896;1,02694E-12;5,93339E-05;0,000728346;9,37759E-05;1,63866E-07;3,35841;1,58642;0;1,58642;5,12742;0;5,12742;0;;;0,0024673;2,43112E-09;0,0083823;0,000701774;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;C1;0,012449;5,53393E-14;2,21295E-06;3,53493E-05;3,31224E-06;6,61448E-09;0,132502;0,0854384;0;0,0854384;0,22741;0;0,22741;0;;;0,000116422;1,06667E-10;0,000160189;3,76582E-05;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;C2;0,0301288;8,2077E-16;-2,14539E-05;6,55876E-05;1,65843E-05;2,46641E-09;0,408807;0,0226276;0;0,0226276;0,410248;0;0,410248;0;;;0,000041698;2,37209E-08;3,43664E-05;5,61457E-07;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;C3;5,00278;2,003E-12;0,000108353;0,00424608;0,000213328;1,41448E-06;6,04236;2,82053;-1,7;1,12053;53,9204;-47,2;6,72036;0;;;0,0138856;4,42843E-08;2,46949;0,000268987;;;;4,94528;11,9831
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;C4;0,228047;6,16504E-14;6,81525E-05;0,000623537;0,000637223;4,99746E-08;3,31201;0,255575;0;0,255575;3,43624;0;3,43624;0;;;-8,83086E-06;1,46672E-08;3,24124;4,87882E-05;;;;;
1934749d-d3d2-42e3-be03-b62c9979a4b3;00.05.000;Homogeneous polyvinyl chloride floor coverings according to EN ISO 10581;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';'DIN EN 15804' / 'ISO 14025';average dataset;1;qm;057b6eab-4536-2402-d8ed-77883f0a3672;homogeneous polyvinyl chloride floor covering (3.25 kg/m²);;3,25;;0,002;;;3,25;D;-1,268;-2,366E-12;-0,000159;-0,001932;-0,000216;-3,158E-07;-18;-3,674;0;-3,674;-22,06;0;-22,06;0;;;-0,005009;-8,793E-09;-0,00858;-0,001614;;;3,25;;
10159881-88fb-4ca6-9cc3-73bd00e640cd;00.05.000;Pulastic Multifunctional Sports Floor;'Komposite' / 'Systembauteile' / 'Decken';'DIN EN 15804' / 'ISO 14025';specific dataset;1;qm;405d4a23-2d80-35e9-2db5-d244428ba2a2;Pulastic Multifunctional Sports Floor;;0,01725;;0,0055;;;0,01725;A1-A3;20,353;0,000000436;0,0073811;0,11392;0,067288;0,0001539;462,14;199,695;8,18485;207,88;336,757;158,283;495,04;7,1973;0;0;16,2;9,8693E-06;0,6526;0,0088467;0;0;0;0;0
10159881-88fb-4ca6-9cc3-73bd00e640cd;00.05.000;Pulastic Multifunctional Sports Floor;'Komposite' / 'Systembauteile' / 'Decken';'DIN EN 15804' / 'ISO 14025';specific dataset;1;qm;405d4a23-2d80-35e9-2db5-d244428ba2a2;Pulastic Multifunctional Sports Floor;;0,01725;;0,0055;;;0,01725;A4;1,02541;3,5832E-13;-0,00071683;0,0023195;0,00054754;8,5798E-08;14,731;0,74252;0;0,74252;14,8303;0;14,8303;0;0;0;0,00137356;7,7636E-07;0,00113466;0,000020205;0;0;0;0;0
