UUID;Name;Kategorie;Technological Applicability ;Applications
973a5aa1-fc59-4048-98ca-a9d57290bf58;Tor - Teckentrup GmbH & Co. KG - Falttor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;Tor - Teckentrup GmbH & Co. KG - Schiebetor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
ab11dcf1-748d-4430-a676-2577f1436b3d;Abstandhalter - Ensinger GmbH - Thermix TX Pro;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
fc1cd6bc-43e7-467b-a614-65474528a266;Abstandhalter - Ensinger GmbH - Thermix Low Psi RE;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
7d08d67b-f4e2-4a53-9672-f3b498bfd045;Abstandhalter - Ensinger GmbH - Thermix Low Psi;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
123f3c25-c4f5-49ab-b5af-e5bd6946345f;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 60 mm;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
2c52a437-2a2b-4e44-8b2d-ba4780b768b9;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 50 mm;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
845638e5-80d2-4f3d-8376-f676cd6dae20;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 40 mm;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
9f6fd0a4-491d-4a39-874f-6f78cae6444c;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 30 mm;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
4b845fc5-af4d-47b0-b47d-526bf87be262;Isolierprofil - Ensinger GmbH - insulbar TECATHERM 66 GF RE;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
aa5f659e-7f26-40a4-bafb-8e31142b42ad;Isolierprofil - Ensinger GmbH - insulbar TECATHERM PP GF;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
cc9b336a-5dbb-464c-b837-f7fa995b9527;Isolierprofil - Ensinger GmbH - insulbar TECATHERM 66;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
6e73328a-962a-43dc-9bbf-91cf6a315b42;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
4f73e527-0ca3-4d43-8686-1f18d3c6b426;Tor - Teckentrup GmbH & Co. KG - Industriesektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
083d5e15-abcd-45d6-91de-726a16b204f1;Tor - Teckentrup GmbH & Co. KG - Rolltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
2d10d549-e9de-4dbe-a732-4331fa2c5aaa;Tor - Lindab A/S - Sektionaltor LDP;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;;
d8d9558c-e683-456f-8167-df390df76389;Tor - Lindab A/S - Sektionaltor LDC;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
039317ac-7393-41b2-b91f-7816db173d24;Tor - Lindab A/S - Sektionaltor LDI;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
24f9f8e0-423c-4fe3-a16a-7b93efae9421;Tür - Teckentrup GmbH & Co. KG - Multifunktionstür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
4fd7d37c-40aa-4433-80af-8dbe8544d856;Tor - Condoor BV - Industrie- und Garagentor Stahl 40 mm (PG 3);Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
775c913f-860e-490e-a22e-2ca4591e89f6;Tor - Condoor BV - Industrie- und Garagentor Alu 80 mm (PG 1);Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;;
f2779d72-a491-4547-8e18-1437f8e66f92;Tor - Condoor BV - Industrie- und Garagentor Alu 40 mm (PG 2);Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;;
0b87fabb-7beb-4faa-86dc-5d13bde3957b;Glas - AGC Glass Europe - Brandschutzglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
ecef0675-6125-418b-a558-5fde99809570;Glaskeramik - MAGNA Glaskeramik GmbH - MAGNA Glaskeramik;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
fafd5743-0b42-4614-8e3d-5c4eacdfba98;Mineralwolle (Innenausbau-Dämmung);Dämmstoffe / Mineralwolle / Mineralwolle;;
f8afef87-5de3-4996-838c-1f2af9ef81df;Mineralwolle (Fassaden-Dämmung);Dämmstoffe / Mineralwolle / Mineralwolle;;
f70e7397-ab7b-47c8-a172-6992a615ee2e;Blähton Körnung;Mineralische Baustoffe / Zuschläge / Blähton;;
efb06021-90c7-411f-a85c-8dfa000f0004;Zement (CEM II 52,5);Mineralische Baustoffe / Bindemittel / Zement;;
e5cd5727-a516-4081-8fdf-4fc0ce142d90;WDVS Verklebung und Beschichtung Kratzputz mineralisch;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
df40fb5f-9a10-422d-8d95-69a3af9d0d96;Zement (CEM II/B);Mineralische Baustoffe / Bindemittel / Zement;;
d895bdb7-0dff-457e-9ad2-45662fc227f5;Schmelzkammergranulat;Mineralische Baustoffe / Zuschläge / Kraftwerksnebenprodukte;;
ca486c76-6f0d-4c19-bd16-22de46ac06fd;Zement (CEM IV 32,5);Mineralische Baustoffe / Bindemittel / Zement;;
c9498f76-822a-4bd8-aadd-85b3ac57462f;Kesselsand;Mineralische Baustoffe / Zuschläge / Kraftwerksnebenprodukte;;
c7e171fb-d5eb-4867-9fb2-961dec81d6aa;Blähton LB Hohlblockstein Trennwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
bff1b0ac-5d16-4cce-9e5d-a3269eff093c;Zement (CEM II/A);Mineralische Baustoffe / Bindemittel / Zement;;
a8640bfd-5ae3-4893-bfe8-d5ab59ec8134;Steinkohleflugasche;Mineralische Baustoffe / Zuschläge / Kraftwerksnebenprodukte;;
a758fb6a-7fb1-4cdc-b652-c42cf2f7632c;Transportbeton C30/37;Mineralische Baustoffe / Mörtel und Beton / Beton;;
a43dd541-cfd8-4ff5-b632-67dcece91095;Zement (CEM IV 42,5);Mineralische Baustoffe / Bindemittel / Zement;;
9702d9ab-2af2-4fdc-9d99-225583a9ffb7;Transportbeton C20/25;Mineralische Baustoffe / Mörtel und Beton / Beton;;
94ef6ac0-956a-4d60-9062-990df91e7917;WDVS Verklebung und Beschichtung Silikat-Dispersionsputz;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
8f44840b-28ae-418b-bf12-fcac5b7c68b3;Bims-Planstein (SFK-4);Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
88cc57f7-384d-47a3-826a-e4fce57a32bd;WDVS Verklebung und Beschichtung Kunstharzputz;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
86380db6-3062-4d40-826d-732c24ed3cad;Mineralwolle (Schrägdach-Dämmung);Dämmstoffe / Mineralwolle / Mineralwolle;;
63f50bbb-8257-47fe-93d5-ca5ad26e5187;Zement (CEM II 32,5);Mineralische Baustoffe / Bindemittel / Zement;;
63ddb7e1-4e0b-43cb-8a8d-82c5c137a2a2;Leichtbetonstein aus 100% Naturbims;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
6108c144-5112-4f18-bcb1-d1ff8eb831a6;WDVS Verklebung und Beschichtung Leichtputz mineralisch;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
55105a8e-947d-47fe-a98e-3bcf356edfdc;Zement (CEM III 42,5);Mineralische Baustoffe / Bindemittel / Zement;;
49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8;WDVS Verklebung und Beschichtung Dekorputz mineralisch;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
4477c6ca-b728-41fb-a231-366e159a73df;Mineralwolle (Flachdach-Dämmung);Dämmstoffe / Mineralwolle / Mineralwolle;;
3749834e-307f-4cb2-b903-4ef4bd463446;Blähton Sand;Mineralische Baustoffe / Zuschläge / Blähton;;
2a770c8c-5b2e-47ac-991c-12628c334818;Zement (CEM III 52,5);Mineralische Baustoffe / Bindemittel / Zement;;
2691d6e4-a41e-40d7-92ca-680f8785fc1d;Mineralwolle (Boden-Dämmung);Dämmstoffe / Mineralwolle / Mineralwolle;;
21a40e8f-3897-4465-975b-81b6370936fb;Blähton LB Planstein Außenwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
1b978129-dd5e-45ea-9c82-1c3510e9c965;Blähton LB Planstein Innenwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
1b84e630-6489-493e-a066-1b976684dd03;WDVS Verklebung und Beschichtung Silikonharzputz;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;;
08d59fb4-e75c-4f31-82f2-caa0bcaa5f04;Zement (CEM II 42,5);Mineralische Baustoffe / Bindemittel / Zement;;
344130c3-108a-4076-9574-2f1f808c1a2c;Furniersperrholz (Durchschnitt DE);Holz / Holzwerkstoffe / Sperrholz;;
b60398b4-f72d-45a1-9272-696070e074af;Balkenschichtholz (Durchschnitt DE);Holz / Vollholz / Balkenschichtholz (Duo-Triobalken);;
6f6fdc0b-4163-4f99-92cb-7b9e3008bae4;3- und 5-Schicht Massivholzplatte (Durchschnitt DE);Holz / Holzwerkstoffe / 3- und 5-Schichtplatten;;
c4272b73-7a14-4be6-ab51-f5bcd6eef989;Laubschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;;
e71b8242-eda8-408a-9ff8-37cd28896b4a;Oriented Strand Board (Durchschnitt DE);Holz / Holzwerkstoffe / OSB-Platte;;
57fed1c6-f30d-4e78-9fb6-b93810b6e825;Nadelschnittholz - frisch (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;;
1270c857-6de2-484f-aed0-251b3b7b6965;Spanplatte, roh (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;;
954a286e-36e6-4ceb-9ab9-ec4270b618aa;Brettsperrholz (Durchschnitt DE);Holz / Vollholz / Brettschichtholzplatte;;
c56b1971-bdde-41b5-b139-9daed5baca91;Spanplatte - melaminbeschichtet (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;;
1e86515c-3d07-4c59-8f81-84cc5fe0fca7;Massivholzparkett (Durchschnitt DE);Holz / Holzböden / Parkett;;
b6f81ab5-4055-4597-afae-b1462dcfc128;Konstruktionsvollholz (Durchschnitt DE);Holz / Vollholz / Konstruktionsvollholz;;
76c249ab-1481-4af8-9e98-39c3073eda6f;Nadelschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;;
2103d7e9-529e-45da-8549-892598dba5f3;Hobelware (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;;
65088842-af32-46a8-819d-b92901c9e91e;Brettschichtholz - Standardformen (Durchschnitt DE);Holz / Vollholz / Brettschichtholz (BSH);;
6e578da4-f52f-440c-87b9-a4ba2344b426;Hochdichte Faserplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Holzfaserplatten;;
d0423f9f-f627-4594-bc7c-9452af7c2462;Röhrenspanplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;;
07fe8f43-6a63-4d93-aec0-811d46447953;Brettschichtholz - Sonderformen (Durchschnitt DE);Holz / Vollholz / Brettschichtholz (BSH);;
e5141109-efd6-4fbc-a850-53a48ad30f18;Mitteldichte Faserplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Holzfaserplatten;;
66a72f39-96b7-4f38-ae36-0bb1fc862cbe;Mehrschichtparkett (Durchschnitt DE);Holz / Holzböden / Parkett;;
85c97417-a0fa-478e-b6e1-e26b097f78a3;Garagensectionaltor-Teckentrup-Stahl;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
2708d43f-7df7-4474-afae-cc86af429b4f;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;Komposite / Systembauteile / Decken;;
f92dc986-1f9a-42e2-9dbb-3abc2499a1d1;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;Komposite / Systembauteile / Decken;;
d44f6388-8e62-4969-8e54-49a3a173f395;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;Komposite / Systembauteile / Innenwände;;
f696ab8a-9222-42d3-96c9-02da1c8694bc;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;Komposite / Systembauteile / Innenwände;;
f5cc97d5-95a4-4649-954f-6345b53f454a;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;Komposite / Systembauteile / Innenwände;;
9ecca09c-82f3-4828-8830-20f9b14be069;Gussglas - Glasfabrik Lamberts GmbH & Co. KG - LINIT Profilbauglas, veredelt;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
289174c0-bf03-46cf-a4b0-80919308f3b3;Gussglas - Glasfabrik Lamberts GmbH & Co. KG - Ornament-, Solar- und Drahtglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
4fd05875-d77f-410f-af7d-30e5e74a8464;Gussglas - Glasfabrik Lamberts GmbH & Co. KG - LINIT Basisprofilbauglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
353f77b3-e4cf-4f57-96d6-36eb34b567ff;Glas - Bundesverband Flachglas e.V. - Mehrscheibenisolierglas 3-fach Aufbau;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
132b40bc-5e25-4b1c-983c-3306caf74415;Glas - Bundesverband Flachglas e.V. - Mehrscheibenisolierglas 2-fach Aufbau;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
880bb3c3-5eb9-431c-afe6-f4ae4c465ece;Glas - Bundesverband Flachglas e.V. - Verbundsicherheitsglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
dc96eace-0094-4440-9331-f72fb9430656;Glas - Bundesverband Flachglas e.V. - Flachglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
f7384d7c-90ba-4ec7-ab80-f9b1b79fd0eb;Glas - Bundesverband Flachglas e.V. - Einscheibensicherheitsglas;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
14cac35f-a23d-44cd-a1f3-d86bc1d806d5;Tür - HT Laborẋ⦊횥뗧↞ GmbH - Schiebetür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
3e844136-06e8-4e9f-ba0c-7fc4ec7ee901;Trockenschüttung - Cemwood GmbH - Ausgleichschüttung;Mineralische Baustoffe / Zuschläge / Trockenschüttung;;
0836552d-9796-47b6-b33b-12ec55050926;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
c2f10adc-56b3-4fff-9a33-6134e7646740;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
b5db085c-fb09-4571-ae2b-594e2fc22baa;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
9ae099db-6bd6-42ba-892f-f1e8cfb507ed;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
e0ddceb1-806c-425b-b8fc-62a62bc5bc17;Tür - HT Laborẋ⦊횥뗧↞ GmbH - Drehtür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
1d8ac430-ac11-4bc9-b302-e2278a9ef6f0;Holzfaserdämmstoffe im Trockenverfahren 110-200 kg/m³;Dämmstoffe / Holzfasern / Holzfaserdämmplatte;;
c83d501f-d07f-4434-9d5c-862a7e8a3026;Aluminiumprofil beschichtet;Metalle / Aluminium / Aluminiumprofil;;
c23b2987-776d-4d55-91c7-5f2a0f2c50f1;Aluminiumprofil anodisiert;Metalle / Aluminium / Aluminiumprofil;;
10d750fe-bfb7-46fc-9a4a-a9b968fe1f4e;Aluminiumprofil pressblank;Metalle / Aluminium / Aluminiumprofil;;
d3dbba95-2921-4fa5-9b20-32f37c6c0793;binderholz Brettschichtholz BSH;Holz / Vollholz / Brettschichtholz (BSH);;
afef8f9a-e598-41b8-8e90-33e7352c25a8;CLIMAFLEX® SPIRAL made of NMC NATUREFOAM®;Dämmstoffe / Polyethylen / Schaum;;
ab6a665e-1846-4ef0-88a8-8f4b2924f56a;CLIMAFLEX® aus NMC NATUREFOAM®;Dämmstoffe / Polyethylen / Schaum;;
a564fa56-4723-4123-bbbd-2a8780c8c899;CLIMAFLEX® STABIL / EXENTROFLEX® COMPACT aus NMC NATUREFOAM®;Dämmstoffe / Polyethylen / Schaum;;
e98074e5-837f-4ece-a1ba-b215f53fd56a;Mauermörtel-Leichtmauermörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;;
f2015a7f-ec37-4b46-86cf-e2781062b2d3;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Vollstein schwer -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
83be43f7-6ab2-4b99-b7b3-b856501e9221;Rohe und beschichtete MDF und HDF Holzfaserplatten;Holz / Holzwerkstoffe / Holzfaserplatten;;
f8e6de9b-b746-4220-b9fb-044459aefc3b;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Vollblock leicht -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
56378ea4-9a50-42cb-b035-e8abd153c6c2;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
c8d19b6f-e0e7-422d-b704-ff44770df984;Großformatige Elemente aus Leichtbeton;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
cf3faea0-6528-4618-9a57-14b95bbefa92;Dämmplatte mit Neopor® Plus BMB;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS grau;;
cd8eedda-6de4-4249-9c1f-55f88231fe9c;STEICO LVL;Holz / Holzwerkstoffe / Laminated Veneer Lumber (LVL);;
