UUID;Name;Kategorie;Technological Applicability ;Applications
3470c523-ffcd-48df-93ff-dedfde86572a;Betonfertigteil Wand 40cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
eca9691f-06d7-48a7-94a9-ea808e2d67e8;ROCKWOOL Steinwolle-Dämmstoff im mittleren Rohdichtebereich;Dämmstoffe / Mineralwolle / Steinwolle;;
b0e3aedd-a5e2-4b97-b0f3-e51548912687;ROCKWOOL Steinwolle-Dämmstoff im hohen Rohdichtebereich;Dämmstoffe / Mineralwolle / Steinwolle;;
9ca6d998-da4f-42f7-a2dc-565a89134cce;FOAMGLAS® S3;Dämmstoffe / Schaumglas / Platten;;
55943b94-ad62-4372-9dfc-bc50e19e52c0;FOAMGLAS® T4;Dämmstoffe / Schaumglas / Platten;;
17b57de7-d929-44fd-8031-6180204aaf36;FOAMGLAS® W und FOAMGLAS® T3;Dämmstoffe / Schaumglas / Platten;;
fcea6f1b-08c6-464b-b480-39bdafbd9654;FOAMGLAS® F;Dämmstoffe / Schaumglas / Platten;;
0827718f-8cb2-4f4b-8dca-ce298cac1011;GLAPOR Schaumglas;Dämmstoffe / Schaumglas / Platten;;
0b20bca2-3c09-4de7-9159-e7816feeb894;MISAPOR Schaumglas 10/75;Dämmstoffe / Schaumglas / Platten;;
bc96c935-cb32-4b8c-90b1-0b83b245485e;MISAPOR Schaumglas 10/50;Dämmstoffe / Schaumglas / Platten;;
f566e363-0724-4bf9-864c-b6ed3911f60f;Modulares Automatik-Antriebssystem für Schiebetüren ES 200 Produktfamilie;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;;
0d1e4a59-4901-4973-a26f-1698f65a780f;Betonpflastersteine;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
a6310ea3-0b04-4c6f-80c2-2e7dfe080785;Dämmplatte mit Neopor® Plus;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS grau;;
5cb2c568-76fe-4803-8b46-0084e79800c8;Baustähle: Offene Walzprofile und Grobbleche;Metalle / Stahl und Eisen / Stahlprofile;;
b3cff98b-5067-4e82-a76f-b2ce058665d0;TensoSky®-System with Fluon® ETFE-FILM;Kunststoffe / Folien und Vliese / Technische Textilien;;
e76bcf28-fc7d-408e-a554-6317256cb905;Betonpflastersteine;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
05894638-9bba-442e-aa1d-e25d86a91092;wedi Bauplatte;Komposite / Systembauteile / Innenwände;;
fe0f74c9-6966-404a-807a-684095e09a4a;PKW (Diesel) EURO 4;Sonstige / Personen - Transporte[Personen km] / PKW;;
fdcb26f9-1f0c-4766-ad94-c093e5d259e1;Pumpen von 1 m³ Beton;Sonstige / Baustellenprozesse / Betonieren;;
fcf6494c-aad2-4180-b1a2-392cc954ae52;Fassadenfarbe Dispersionsfarbe;Beschichtungen / Fassadenfarben / Dispersion;;
fbd76e49-0fb1-47e0-abba-903ce1272684;Gipsstein (CaSO4-Dihydrat);Mineralische Baustoffe / Bindemittel / Gips;;
fa976ebb-09ce-4e5b-9976-621d9ac1f12e;Glasvlies;Kunststoffe / Folien und Vliese / Vliese;;
f939c2b2-7f3d-40f8-9903-d0fc30a62d91;Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;;
f8d6bd85-55e0-42d3-982b-b814387b7f58;Lava Körnung;Mineralische Baustoffe / Zuschläge / Bims;;
f74a19da-df9a-4462-a632-3b3dc83377b1;Vormauerziegel;Mineralische Baustoffe / Steine und Elemente / Ziegel;;
f54f1e4c-07e2-4045-9f1b-fb28ef8adf13;LKW;Sonstige / Güter - Transporte[t km] / LKW;;
f4d930b5-ebe0-4b12-9de0-e2ee391be029;Bagger 100 kW Aushub;Sonstige / Baustellenprozesse / Bagger/Aushub;;
f34a799a-52de-4f69-a623-335f5be207d9;End of Life von verzinktem Stahl;End of Life / Generisch / Metalle;;
f281ecaf-5754-4d27-8d70-cfd18780b192;Folie aus Polytetrafluorethylen (PTFE);Kunststoffe / Folien und Vliese / Technische Textilien;;
f0e35814-cd81-4829-abc3-84eb2eb70b56;Bagger 15 kW Aushub;Sonstige / Baustellenprozesse / Bagger/Aushub;;
ee840270-3055-428a-b38d-e7727426cc35;Gips (CaSO4-Beta-Halbhydrat);Mineralische Baustoffe / Bindemittel / Gips;;
ecf20fae-fe11-41ad-b248-8b4118fd7cc7;Eloxiertes Aluminiumblech;Metalle / Oberflächenbehandlung und Beschichtung von Metallen / Anodisieren von Aluminium;;
eaec8e5d-f70a-4993-b3a6-814607f5e7b3;Pulverlackierung (Industrie, Außenbereich, weiß);Beschichtungen / Lacke und Lasuren / Lacksysteme Metall;;
ea4ff1e8-4ee8-4ecf-8951-a79b5b60dd2a;Beschlagverbund Fenster Stahl;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Stahlbeschläge;;
e9ae96ee-ba8d-420d-9725-7c8abd06e082;Bewehrungsstahl;Metalle / Stahl und Eisen / Betonstahlmatten;;
e98995e0-f945-4fea-849f-cec0aff6cb0c;Kunstharzestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;;
e82b43d5-1eba-4f55-b12f-4f2a3f55d380;Photovoltaiksystem 1200 kWh/m²*a;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2;Kies 2/32 getrocknet;Mineralische Baustoffe / Zuschläge / Sand und Kies;;
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8;Schüttung aus Polystyrolschaumstoff-Partikeln (ohne Bindemittel);Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;;
e5dbd47f-b181-4d85-bafe-2efc555f6afe;Elastomer Fugenbänder, Polysulfid;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Elastomer-Fugenbänder;;
e24f9f47-8580-45c2-b16d-45145d65a813;Faserzementplatte;Mineralische Baustoffe / Steine und Elemente / Faserzement;;
e2306538-776d-4bc5-ae3b-1c920fb40285;Blähglas Körnung;Mineralische Baustoffe / Zuschläge / Blähglas;;
dfa64bbb-dc8d-497b-9557-300416b8448f;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
dea7df16-f59b-4842-a66c-cb9463a58ae3;Kalkzement Putzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
de7fbcfc-0ee0-4e65-a1f9-af1551a20281;Schotter 16/32 (getrocknet);Mineralische Baustoffe / Zuschläge / Naturstein;;
d9f045e5-ae07-4ae6-9fde-5346560411d8;End of Life von Stahlprofilen;End of Life / Generisch / Metalle;;
d941f45e-1244-419c-a083-e4a49fb5498e;Isolierglas 2-Scheiben;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
d84cbf6a-0a50-426f-aa3d-c45918b43575;Tragdeckschicht;Mineralische Baustoffe / Asphalt / Tragschichten;;
d7f4a913-441f-4c21-aae5-42e421737e29;Kalkputzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
d7073560-4c4b-4cb0-b6bf-a902950c5109;Schnittholz Zeder (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
d61a6f60-bcca-4bf6-a151-bd076b4c3366;Pulverbeschichten von Metallen;Metalle / Oberflächenbehandlung und Beschichtung von Metallen / Pulverbeschichten;;
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88;Lacksysteme Holzfenster Grundierung weiß;Beschichtungen / Lacke und Lasuren / Lacksysteme Holzfenster;;
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a;Bleibleche;Metalle / Blei / Bleibleche;;
d58a0a7c-973c-4631-a46f-2f2287757c91;Elastomer Fugenbänder, Silikonkautschuk;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Elastomer-Fugenbänder;;
d3b59cac-3b4e-4d18-8c3a-780b553c9591;Porenbeton P4 05 bewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;;
d311ba82-a703-4865-b5e3-f704e5b88712;Fassadenklinker;Mineralische Baustoffe / Steine und Elemente / Ziegel;;
d22ffa89-ff2f-444c-ab59-07bc64c3f8dd;PKW (Benzin) EURO 4;Sonstige / Personen - Transporte[Personen km] / PKW;;
d1d6f54d-9709-4302-8276-fdb7d06801fd;Kalk (CaO, Feinkalk);Mineralische Baustoffe / Bindemittel / Kalk;;
d00d22e6-4e00-4522-bf0d-6da954e9c0fa;Bahntransport;Sonstige / Güter - Transporte[t km] / Bahn;;
cf963fcb-0e03-48c0-b501-ad0d1e3c22c0;Zellulosefaserplatten;Dämmstoffe / Zellulosefaser / Zelluloseplatten;;
cf6e341b-3de7-4e24-b4d2-8ac484ee7c0e;Phenolharz Hartschaum;Dämmstoffe / Phenolharz-Hartschaum (PF) / PF-Platten;;
ce3057d1-3371-47b4-a982-a1c42c2c6a85;Trinkwasser;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Trinkwasser;;
ccdb5f3c-7305-46c7-ad5b-a05bb922a743;Kunststeinplatte (Epoxidharz gebunden);Mineralische Baustoffe / Steine und Elemente / Kunststein;;
cc180aec-8a5c-4e07-b1a0-1ab81dd746ac;Sperrholzplatte;Holz / Holzwerkstoffe / Sperrholz;;
c445279d-1358-4e36-9f0d-7ecfe8abda81;EPDM-Dichtungen Aluminiumprofil, thermisch getrennt;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
c392cbe1-9744-46d7-8ac2-4d36543f6693;PKW (Benzin) EURO 3;Sonstige / Personen - Transporte[Personen km] / PKW;;
c355d75b-9026-4899-a41c-e5d221c424f2;Zellulosefaser Einblas-Dämmstoff;Dämmstoffe / Zellulosefaser / Zellulose-Einblas-Dämmstoff;;
c34147d4-e691-4733-bf78-8a7ccd039006;PUR-Dichtmasse;Kunststoffe / Dichtmassen / PUR;;
c1cacd2c-d98d-4795-84db-b567d25bb1ed;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
c1bc4706-9d3a-4468-8ecb-5a569226d75f;Lacksysteme Holzfassade deckend (Decklacksystem);Beschichtungen / Lacke und Lasuren / Lacksysteme Holzfassade;;
c1b237e1-2206-4318-8d99-f023b8aeb5d6;Sand 0/2 getrocknet;Mineralische Baustoffe / Zuschläge / Sand und Kies;;
c1328d7d-8ad6-4e74-a701-ffab0c542534;Parkettlack transparent;Beschichtungen / Lacke und Lasuren / Parkettlack;;
bff01a9a-6b09-429f-b7ff-17d84fbef7ec;EVA-Dachbahnen;Kunststoffe / Dachbahnen / EVA-Dachbahnen (Etylen-Vinylacetat);;
bdda4364-451f-4df2-a68b-5912469ee4c9;Beton-Mauersteine;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
bd6d6d89-b76d-4002-a217-afffbb8aa308;Aluminium Profil;Metalle / Aluminium / Aluminiumprofil;;
bd6aa879-e6e6-4181-afc5-1374b2f32dd1;Schotter 16/32;Mineralische Baustoffe / Zuschläge / Naturstein;;
bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753;Silikon-Dichtmasse;Kunststoffe / Dichtmassen / Silikon;;
bc2f9dde-f2a6-4630-bf7c-0ad3870012ef;Steinzeugfliesen unglasiert;Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;;
b9c775be-d100-4d35-bdf3-c5964e655692;Befestigungsmittel/Schrauben verzinkt;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Befestigungen;;
b9272c24-9228-45b1-a2a3-d361abe0bb7f;Acrylat Dichtmasse;Kunststoffe / Dichtmassen / Acrylat;;
b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3;Gipsputz (Gips);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
b7cacb37-7945-4518-be5a-bf7df7edf5c2;Bauschutt-Deponierung;End of Life / Generisch / Bauschutt;;
b76ded67-067b-47f6-b131-a73db86039b0;Blähschiefer;Mineralische Baustoffe / Zuschläge / Blähschiefer;;
b50fa992-e435-455a-8dfe-82254e9f4f48;Expandierter Kork;Dämmstoffe / Expandierter Kork / Expandierter Kork;;
b50f7b36-d9aa-40c5-b839-4925a1500952;Furnierschichtholz;Holz / Holzwerkstoffe / Funierschichtholz;;
b342696e-2ebb-4fe1-a71d-f3520db0cee9;Betonfertigteil Wand 12cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
b2c3f5a3-7858-4644-a49a-2eb883d37c91;Zementmörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;;
b1efabb9-6371-4b96-9ee2-d1f11f9f3b25;Fenster-Beschlag für Drehkippfenster (Aluminium);Komponenten von Fenstern und Vorhangfassaden / Beschläge / Aluminiumbeschläge;;
b1ea7c10-4471-4485-95bf-7dc0a00025b6;Kraftpapier;Kunststoffe / Folien und Vliese / Baupappen;;
b060ccb6-2e27-456e-87c4-0b5d4453d917;Fugendichtungsbänder Butyl;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Fugendichtungsbänder;;
af13e5a8-0961-454a-ad3a-7093a37fc802;Flachsvlies;Dämmstoffe / Flachsfaser / Vlies;;
aea021e8-7e2f-4f6b-ae3f-a76cba4c5d6e;Schnittholz Kiefer (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
ad94ce55-af1d-4da0-963c-bf263aaa37ee;Gussasphalt;Mineralische Baustoffe / Asphalt / Gussassphalt;;
ac373f25-b524-430b-897a-bfb2cdf027bf;Containerschiff;Sonstige / Güter - Transporte[t km] / Seeschiff;;
ac361408-4ede-4ed2-a638-598ee3c53285;Balkenschichtholz Nadelholz;Holz / Vollholz / Balkenschichtholz (Duo-Triobalken);;
ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23;Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm);Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
aaf4baca-7530-435b-8736-0bd3bb51e36d;ECB Kunststoff-Dachbahn nach DIN 16729 (mit PES Vlies);Kunststoffe / Dachbahnen / ECB-Dachbahnen (Ethylen-Copolymer-Bitumen);;
aadadf2a-2896-4681-bc4c-61ea4616f801;Fugendichtungsbänder PE/PP-Folie;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Fugendichtungsbänder;;
aa391256-fbce-4f8d-b6ff-db6939bf37b2;LKW-Zug;Sonstige / Güter - Transporte[t km] / LKW;;
a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6;Bitumen Emulsion (40% Bitumen, 60% Wasser);Kunststoffe / Dichtmassen / Bitumen;;
a60431a7-10aa-4106-bc7c-c6acb01ee9b3;Pfosten/Riegelsystem aus Stahl;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;;
a4fceab4-71a2-46c9-ac9a-19a964d48ce5;Hüttensteine;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;;
a4d16918-287f-43af-831d-baf80093fe4a;Brechsand 0/2;Mineralische Baustoffe / Zuschläge / Naturstein;;
a4c1c27c-53a0-4027-83f6-88c52c758bb1;Aluminiumblech;Metalle / Aluminium / Aluminiumbleche;;
a0d69f94-040e-44b1-a88b-bbaeeb0aae2a;Zementgebundene Spanplatte;Holz / Holzwerkstoffe / Spanplatten;;
a051b8eb-5e03-486a-b9c3-bfc9d19234de;Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil);Kunststoffe / Profile / Kunststoffprofile hart;;
9cbdbafe-8377-46ca-a640-8e3c8fc518c0;Stahl Feinblech (0,3-3,0mm);Metalle / Stahl und Eisen / Stahlbleche;;
98e0caab-5f0b-452f-a3d2-4e0256a799f3;Fugendichtungsbänder Polyisobutylen;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Fugendichtungsbänder;;
97505f38-cf73-475a-a8d8-cc2db219565b;Verbrennung Altteppich in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;;
95c6760d-1605-430b-8216-825f6c0ac409;Lösemittellack weiß;Beschichtungen / Lacke und Lasuren / Lacksysteme Metall;;
95a4f4b3-b354-4e2c-9046-0a36175cd768;PE/PP Vlies;Kunststoffe / Folien und Vliese / Vliese;;
948f8f68-f1f2-42f6-8350-6e27d6e80c7c;Fassadenfarbe Voranstrich Dispersion;Beschichtungen / Grundierungen / Grundierungen Farben und Putze;;
93edef71-49e3-4e1f-ba6d-1e449e7d328d;Stahl Feinblech (20µm bandverzinkt);Metalle / Stahl und Eisen / Stahlbleche;;
93eb05bd-e607-46de-8d7b-e0727f8d2400;End of Life von Aluminium;End of Life / Generisch / Metalle;;
93eac197-0003-41ea-b81f-e517dd3389fb;Metallbeschichtung (wasserbasiert);Metalle / Oberflächenbehandlung und Beschichtung von Metallen / (Nass-) Lackieren von Metallen;;
9357b7fc-cf0a-45fc-8299-e794e3889a40;Betonfertigteil Decke 20cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;;
91ea177a-e65a-4fe2-ac2d-2f378a03e168;Flügelrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;;
906b4864-0511-480f-a8bc-7b8302efbf0b;Porenbeton P2 04 unbewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;;
900336a3-b5f9-4c40-91a9-f9551f84ac64;PE-HD mit PP-Vlies zur Abdichtung;Kunststoffe / Folien und Vliese / Folien zur Abdichtung;;
8de12467-96a0-459e-9f97-90e95fb7b23f;Naturbims Körnung;Mineralische Baustoffe / Zuschläge / Bims;;
8d6eba49-1c20-444a-8b34-0b6b47379618;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
8cfea619-e284-4b6f-a281-46e362a868c4;Photovoltaiksystem 1000 kWh/m²*a (ohne Stromgutschrift);Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
8cf90240-cbdd-4415-93a8-9c56da22f111;HPL-Platte;Kunststoffe / Kunststoffprofile elastisch / Harz-Komposit Fassadenplatten;;
8c47fba4-0e61-48d1-a03f-bf17911f0dae;Schnittholz Lärche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
8be785fa-5548-4ea5-a2d7-b962675b9eff;Lehmputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;Aluminium-Rahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;;
88559403-7658-48f2-bac9-7986b4d0f4c2;Edelstahlblech;Metalle / Edelstahl / Edelstahlbleche;;
884efbb3-7be6-4e4d-9726-c39c1b781436;Kunststoffprofil CR (Chloropren-Kautschuk);Kunststoffe / Profile / Kunststoffprofile elastisch;;
85de02e5-2782-4050-9c01-c5de3849fbce;Asphalttragschicht;Mineralische Baustoffe / Asphalt / Tragschichten;;
85c41389-d62e-4dff-a819-896b35367cbc;Voranstrich (Silikat-Dispersion);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
859897ae-5ea2-4b55-9508-49297dd6ba6c;Parkettlack (Grundierung Holz, wasserverdünnt);Beschichtungen / Lacke und Lasuren / Parkettlack;;
83cf5d3d-0567-4493-894f-df30ff71e375;Elastomer Fugenbänder, Polyurethan;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Elastomer-Fugenbänder;;
839771be-ab23-4873-8b14-b2aa0f6ce9d9;Anhydrit Mix;Mineralische Baustoffe / Bindemittel / Gips;;
82c7e263-3026-45f8-aec7-ebdf818464e4;Perlite 0-1;Mineralische Baustoffe / Zuschläge / Perlite;;
826fa2c2-c691-4844-83d3-aea0e8a54bcd;Dachziegel;Mineralische Baustoffe / Steine und Elemente / Dachziegel;;
81a76ff5-8928-4f71-8e1f-c7c78b7e5a95;Bimssand;Mineralische Baustoffe / Zuschläge / Bims;;
815fb8f6-04cc-494d-ab6b-1b6eae98bfca;Fassadenfarbe Silikonharzfarbe;Beschichtungen / Fassadenfarben / Silikonharz;;
8041ec07-5885-40dc-bfc9-190013f6749b;Brettschichtholz Nadelholz;Holz / Vollholz / Brettschichtholz (BSH);;
7f42c7cf-16b7-4f9c-b1e6-29cad918d3f1;Lieferwagen;Sonstige / Güter - Transporte[t km] / LKW;;
7ec1d463-fd99-4b1d-9a57-9a72cac408d2;Schnittholz Eiche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
7de64e7e-6f5a-4027-b32b-4fab37c80c1b;Massengutfrachter Hochsee;Sonstige / Güter - Transporte[t km] / Seeschiff;;
7d8cb95b-99c2-4824-97a0-55d2fca5cedd;Gummi-Bodenbelag mit Schaumstoffbeschichtung EN 1816;Kunststoffe / Bodenbeläge / Gummi-/Kautschuk-Bodenbeläge;;
7baed44c-c80b-4340-b3af-f01d71fbbb43;Kalkfarbe;Beschichtungen / Innenbeschichtungen / Innenfarben;;
7a4d3393-a33a-47c8-b42f-42d8ec6a90f6;Kautschuk-Dichtmasse;Kunststoffe / Dichtmassen / Kautschuk;;
795ab193-fc50-463d-a5f8-e37d5336ee78;Transparente Platten PMMA, gegossen;Kunststoffe / Kunststoffprofile elastisch / Transparente Platten;;
79075297-4dc0-42c6-bc90-e3bf9fa0fb4c;Natursteinplatte, weich, Fassade;Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
78b7cd15-d82a-4ffa-ae08-870b6e5d35d4;Fliesenkleber;Mineralische Baustoffe / Mörtel und Beton / Kleber und Klebemörtel;;
785d5ac4-c69d-4e00-941e-26433c1d023d;Aluminiumfolie (d=0,1 mm);Metalle / Aluminium / Aluminiumfolie;;
76d3f78a-8743-49fe-b4a1-f43b819cb930;Holzwolle-Leichtbauplatte;Dämmstoffe / Holzwolleplatten / Holzwolleleichtbauplatten;;
763abb33-ad4f-44fa-bc49-8c483e67b2b1;Kunststoffprofil Silikon;Kunststoffe / Profile / Kunststoffprofile elastisch;;
7511c948-c441-42fb-9ff1-cfdc54e58d7e;Nylon Gussteil (PA 6.6);Kunststoffe / Profile / Kunststoffprofile hart;;
7502766c-df2f-4f8d-8d45-17bb6938eac8;Splitt 2/15 (getrocknet);Mineralische Baustoffe / Zuschläge / Naturstein;;
74a7b85a-c028-4cf1-987e-7dfddcb9033b;Fünf-Schichtholzplatte;Holz / Holzwerkstoffe / 3- und 5-Schichtplatten;;
72c69944-5250-4269-ad34-2e20e5e38231;Fenster-Beschlag für vertikales Schiebefenster;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Aluminiumbeschläge;;
70f6e305-e46f-4719-a94f-70267b936029;Kalk-Gips-Innenputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
7082b2c3-5203-40ba-a6f8-d16edba60f5f;Melaminharz-Schaum;Dämmstoffe / Melaminharz / Schaum;;
704177f4-78cd-47a3-b71c-07899df86615;Schüttung aus Polystyrolschaumstoff-Partikeln (zementgebunden);Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;;
703eec32-59af-47e1-9c91-4a32afe3187f;Konstruktionsvollholz;Holz / Vollholz / Konstruktionsvollholz;;
6fc1267a-1f4d-4244-a65e-df8a0a3ccc50;Polycarbonatplatte;Kunststoffe / Profile / Kunststoffprofile hart;;
6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;Asphaltbinder;Mineralische Baustoffe / Asphalt / Asphaltbinder;;
66990642-726e-4483-abc3-d5d0b4d7a5e7;Aluminium-Flügelrahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;;
6619216d-9c9c-4a5e-b5fb-a624e300ff67;Photovoltaiksystem 1000 kWh/m²*a;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
65af52ac-382b-4069-aafe-b044b3960356;Polyethylen-Schaum;Dämmstoffe / Polyethylen / Schaum;;
64d4586d-6542-48db-95df-312fb6365d74;Photovoltaiksystem 1200 kWh/m²*a (ohne Stromgutschrift);Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
6405878c-ed34-4bee-b100-5208a3212ec6;Calziumsilikatplatte;Dämmstoffe / Calciumsilikat / Calcium-Silikathydrat / Calciumsilikat;;
61655387-edd4-4800-ba3e-67bc15f2f096;Sand 0/2;Mineralische Baustoffe / Zuschläge / Sand und Kies;;
60e8b384-adf2-4c3b-b3da-e407df106cf5;Spanplatte (Durchschnitt);Holz / Holzwerkstoffe / Spanplatten;;
606d978a-c44a-4b3e-8387-b1291b12e522;Lehmstein;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;;
601af947-1f14-474d-8233-780715a12268;Einblasdämmung Mineralwolle;Dämmstoffe / Mineralwolle / Mineralwolle;;
5ef0c519-f5b2-4d45-809d-5f417f90e90b;Hanfvlies;Dämmstoffe / Hanffaser / Vlies;;
5e90e94d-6e79-4d9f-854c-fb33f15c033e;Blendrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;;
5ce375b1-eb6d-4fc7-84bb-11ae702d3056;Gips (CaSO4-Alpha-Halbhydrat);Mineralische Baustoffe / Bindemittel / Gips;;
5cc8769c-da1b-4967-bb4d-c8fe7b4c359d;Vegetationssubtrat;Mineralische Baustoffe / Steine und Elemente / Substrate;;
5bebcf89-2e6b-46ce-b05e-3e02929c8af4;Gussasphaltestrich;Mineralische Baustoffe / Asphalt / Gussassphalt;;
5ae00c4e-1b1c-4374-9864-2aee735a0563;Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser);Kunststoffe / Dichtmassen / Bitumen;;
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Kunststoffe / Kunststoffprofile elastisch / Transparente Platten;;
59860874-85ef-48e6-9b04-07c0de468a47;Massengutfrachter Küste;Sonstige / Güter - Transporte[t km] / Seeschiff;;
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;;
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Mineralische Baustoffe / Steine und Elemente / Porenbeton;;
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Kunststoffe / Profile / Kunststoffprofile hart;;
56d90d2e-11c8-4b49-bc6c-c61f682d0be1;Verbrennung Polystyrol (PS) in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;;
5662c927-cd47-46e5-b753-925db31b9870;Sonnenschutztuch;Kunststoffe / Folien und Vliese / Technische Textilien;;
563350f7-fb56-4363-b86a-690227dd450e;Sonnenschutzlammellen Metall;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
55a89d7b-b585-404f-be34-bb7285730a89;Armierung (Kunstharzspachtel);Mineralische Baustoffe / Mörtel und Beton / Kleber und Klebemörtel;;
55945019-018a-46da-baae-a3ee62d59cf3;End of Life von Edelstahl;End of Life / Generisch / Metalle;;
553d7a7a-bf66-4a69-b1ae-6cf15e396935;End of life - Holz naturbelassen in MVA;End of Life / Generisch / Holz;;
